Point ID;Time;Hz [dms];V [dms];D [m];PPM Type;PPM;Pressure [mBar];Av Temp [°C];Target Easting [m];Target Northing [m];Target Elevation [m];Station Easting [m];Station Northing [m];Station Height [m];Null Measurement [m];Horz Distance [m]
CND_23;01/09/2026 18:06;" 348° 36' 43.84735""";"  78° 49' 28.94983""";391.407;Atmos PPM;0;1013.25;11.1012;176013.244;9046010.328;154.808;176089.028;9045633.904;78.939;383.951;383.976
CND_1901;01/09/2026 18:06;" 350° 13' 38.78865""";"  77° 55' 46.28227""";536.182;Atmos PPM;0;1013.25;11.1012;176000.076;9046150.616;191.081;176089.028;9045633.904;78.939;524.343;524.313
CND_20;01/09/2026 18:07;" 359° 04' 45.11103""";"  83° 57' 01.72780""";203.552;Atmos PPM;0;1013.25;11.1012;176085.792;9045836.294;100.394;176089.028;9045633.904;78.939;202.449;202.415
CND_18;01/09/2026 18:07;"   0° 50' 58.98194""";"  86° 10' 42.23704""";178.314;Atmos PPM;0;1013.25;11.1012;176091.682;9045811.799;90.826;176089.028;9045633.904;78.939;177.925;177.915
CND_17;01/09/2026 18:07;"  11° 43' 28.25722""";"  86° 38' 49.70750""";208.078;Atmos PPM;0;1013.25;11.1012;176131.255;9045837.286;91.111;176089.028;9045633.904;78.939;207.753;207.719
CND_30002;01/09/2026 20:00;" 289° 14' 44.15974""";"  79° 29' 00.29550""";723.075;Atmos PPM;0;1013.25;11.1012;175417.871;9045868.288;210.949;176089.028;9045633.904;78.939;710.915;710.906
CND_30003;01/09/2026 20:00;" 290° 56' 13.82214""";"  79° 32' 49.82317""";674.096;Atmos PPM;0;1013.25;11.1012;175469.927;9045870.836;201.268;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;01/09/2026 20:00;" 291° 25' 44.61485""";"  79° 52' 56.91783""";637.677;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.298;190.985;176089.028;9045633.904;78.939;627.75;627.742
CND_170_1;01/09/2026 20:00;" 298° 32' 41.63375""";"  79° 40' 26.91611""";508.768;Atmos PPM;0;1013.25;11.1012;175649.374;9045873.111;170.151;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;01/09/2026 20:01;" 298° 34' 30.68867""";"  78° 59' 19.95462""";594.723;Atmos PPM;0;1013.25;11.1012;175576.402;9045913.165;192.554;176089.028;9045633.904;78.939;583.897;583.758
CND_180_2;01/09/2026 20:01;" 299° 00' 00.21539""";"  79° 34' 22.61667""";553.867;Atmos PPM;0;1013.25;11.1012;175612.64;9045898.023;179.2;176089.028;9045633.904;78.939;544.768;544.706
CND_210_3;01/09/2026 20:01;" 302° 53' 59.57694""";"  78° 03' 48.74230""";629.475;Atmos PPM;0;1013.25;11.1012;175571.98;9045968.458;209.157;176089.028;9045633.904;78.939;616.02;615.845
CND_200_3;01/09/2026 20:01;" 303° 25' 02.94701""";"  78° 15' 51.70804""";598.442;Atmos PPM;0;1013.25;11.1012;175600.004;9045956.63;200.683;176089.028;9045633.904;78.939;586.052;585.915
CND_200_8;01/09/2026 20:01;" 303° 25' 03.48331""";"  78° 15' 51.93064""";598.443;Atmos PPM;0;1013.25;11.1012;175600.004;9045956.631;200.683;176089.028;9045633.904;78.939;586.05;585.915
CND_190_4;01/09/2026 20:01;" 304° 23' 46.70515""";"  78° 35' 20.59163""";568.321;Atmos PPM;0;1013.25;11.1012;175629.388;9045948.64;191.399;176089.028;9045633.904;78.939;557.187;557.071
CND_200_4;01/09/2026 20:01;" 309° 34' 03.31567""";"  77° 58' 10.62787""";577.866;Atmos PPM;0;1013.25;11.1012;175653.393;9045993.94;199.406;176089.028;9045633.904;78.939;565.267;565.158
CND_1505;01/09/2026 20:01;" 310° 59' 42.70513""";"  79° 10' 43.89208""";381.651;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.832;150.601;176089.028;9045633.904;78.939;374.89;374.856
CND_1602;01/09/2026 20:02;" 310° 59' 43.17375""";"  79° 10' 45.26766""";381.651;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.833;150.599;176089.028;9045633.904;78.939;394.845;374.857
CND_210_4;01/09/2026 20:02;" 311° 21' 24.18223""";"  77° 25' 46.58662""";600.884;Atmos PPM;0;1013.25;11.1012;175648.856;9046021.443;209.738;176089.028;9045633.904;78.939;586.567;586.462
CND_190_5;01/09/2026 20:02;" 312° 12' 19.06219""";"  78° 10' 51.44010""";542.241;Atmos PPM;0;1013.25;11.1012;175695.924;9045990.476;190.021;176089.028;9045633.904;78.939;530.796;530.73
CND_25;01/09/2026 20:02;" 313° 23' 17.06925""";"  82° 24' 39.73592""";237.061;Atmos PPM;0;1013.25;11.1012;175918.277;9045795.335;110.25;176089.028;9045633.904;78.939;235.096;234.98
CND_29;01/09/2026 20:02;" 313° 30' 25.61140""";"  80° 52' 42.65218""";264.294;Atmos PPM;0;1013.25;11.1012;175899.781;9045813.568;120.842;176089.028;9045633.904;78.939;261.111;260.947
CND_200_5;01/09/2026 20:02;" 316° 06' 24.16652""";"  77° 35' 26.09551""";562.271;Atmos PPM;0;1013.25;11.1012;175708.348;9046029.649;199.789;176089.028;9045633.904;78.939;549.185;549.118
CND_1401;01/09/2026 20:02;" 317° 46' 11.13017""";"  79° 41' 09.99846""";345.465;Atmos PPM;0;1013.25;11.1012;175860.615;9045885.584;140.799;176089.028;9045633.904;78.939;340.026;339.875
CND_1504;01/09/2026 20:02;" 320° 45' 23.58113""";"  78° 43' 30.78463""";370.089;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.006;151.306;176089.028;9045633.904;78.939;362.974;362.938
CND_1603;01/09/2026 20:03;" 320° 45' 23.43101""";"  78° 43' 30.73625""";370.088;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.006;151.306;176089.028;9045633.904;78.939;389.496;362.938
CND_210_5;01/09/2026 20:03;" 320° 50' 23.85870""";"  77° 01' 21.63739""";587.6;Atmos PPM;0;1013.25;11.1012;175727.492;9046077.9;210.916;176089.028;9045633.904;78.939;572.641;572.573
CND_190_6;01/09/2026 20:03;" 321° 21' 23.73781""";"  77° 52' 41.33764""";529.235;Atmos PPM;0;1013.25;11.1012;175765.948;9046038.061;190.092;176089.028;9045633.904;78.939;517.464;517.42
CND_26;01/09/2026 20:03;" 321° 48' 35.77895""";"  82° 11' 22.72256""";231.314;Atmos PPM;0;1013.25;11.1012;175947.358;9045814.031;110.377;176089.028;9045633.904;78.939;229.307;229.164
CND_30;01/09/2026 20:03;" 323° 47' 11.40688""";"  80° 41' 06.58242""";257.39;Atmos PPM;0;1013.25;11.1012;175938.988;9045838.843;120.605;176089.028;9045633.904;78.939;254.209;253.992
CND_1402;01/09/2026 20:03;" 325° 03' 29.66164""";"  79° 32' 26.06311""";340.051;Atmos PPM;0;1013.25;11.1012;175897.53;9045908.034;140.679;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;01/09/2026 20:03;" 325° 15' 03.62339""";"  77° 24' 56.60292""";553.594;Atmos PPM;0;1013.25;11.1012;175781.116;9046077.854;199.574;176089.028;9045633.904;78.939;540.325;540.278
CND_210_6;01/09/2026 20:03;" 328° 34' 40.05803""";"  76° 54' 33.75470""";582.158;Atmos PPM;0;1013.25;11.1012;175793.463;9046117.788;210.815;176089.028;9045633.904;78.939;567.059;567.012
CND_1503;01/09/2026 20:03;" 328° 44' 17.00712""";"  78° 43' 00.42173""";367.86;Atmos PPM;0;1013.25;11.1012;175901.847;9045942.283;150.923;176089.028;9045633.904;78.939;360.776;360.741
CND_34;01/09/2026 20:04;" 330° 33' 55.89934""";"  80° 30' 48.69919""";315.764;Atmos PPM;0;1013.25;11.1012;175936.001;9045905.156;130.988;176089.028;9045633.904;78.939;311.606;311.44
CND_200_7;01/09/2026 20:04;" 332° 03' 32.85392""";"  77° 26' 33.05280""";554.824;Atmos PPM;0;1013.25;11.1012;175835.326;9046112.335;199.588;176089.028;9045633.904;78.939;541.571;541.535
CND_1604;01/09/2026 20:04;" 332° 27' 36.54671""";"  78° 10' 04.81152""";397.115;Atmos PPM;0;1013.25;11.1012;175909.35;9045978.548;160.375;176089.028;9045633.904;78.939;388.706;388.668
CND_27;01/09/2026 20:04;" 332° 40' 56.06406""";"  82° 13' 54.07521""";231.131;Atmos PPM;0;1013.25;11.1012;175983.949;9045837.38;110.184;176089.028;9045633.904;78.939;229.13;229.006
CND_22;01/09/2026 20:04;" 334° 37' 12.27267""";"  80° 44' 16.75635""";259.96;Atmos PPM;0;1013.25;11.1012;175979.079;9045865.717;120.784;176089.028;9045633.904;78.939;256.724;256.566
CND_210_7;01/09/2026 20:04;" 337° 51' 17.46531""";"  77° 09' 31.35901""";585;Atmos PPM;0;1013.25;11.1012;175874.076;9046162.2;208.978;176089.028;9045633.904;78.939;570.387;570.351
CND_14;01/09/2026 20:06;" 345° 49' 43.61044""";"  85° 42' 29.25601""";155.673;Atmos PPM;0;1013.25;11.1012;176051.036;9045784.418;90.591;176089.028;9045633.904;78.939;155.246;155.235
CND_36;01/09/2026 20:06;" 346° 51' 03.45512""";"  80° 56' 12.60725""";333.036;Atmos PPM;0;1013.25;11.1012;176014.242;9045954.159;131.407;176089.028;9045633.904;78.939;328.884;328.871
CND_1803;01/09/2026 20:06;" 348° 01' 17.30777""";"  78° 12' 07.00032""";498.574;Atmos PPM;0;1013.25;11.1012;175987.781;9046111.314;180.895;176089.028;9045633.904;78.939;488.054;488.028
CND_23;01/09/2026 20:06;" 348° 36' 45.75928""";"  78° 49' 27.85358""";391.407;Atmos PPM;0;1013.25;11.1012;176013.248;9046010.328;154.81;176089.028;9045633.904;78.939;383.951;383.976
CND_1901;01/09/2026 20:06;" 350° 13' 38.49681""";"  77° 55' 48.09057""";536.182;Atmos PPM;0;1013.25;11.1012;176000.075;9046150.617;191.077;176089.028;9045633.904;78.939;524.343;524.314
CND_20;01/09/2026 20:06;" 359° 04' 45.93621""";"  83° 56' 59.48218""";203.552;Atmos PPM;0;1013.25;11.1012;176085.793;9045836.294;100.396;176089.028;9045633.904;78.939;202.449;202.415
CND_18;01/09/2026 20:06;"   0° 50' 58.78522""";"  86° 10' 41.03363""";178.314;Atmos PPM;0;1013.25;11.1012;176091.681;9045811.799;90.827;176089.028;9045633.904;78.939;177.925;177.915
CND_17;01/09/2026 20:07;"  11° 43' 29.36973""";"  86° 38' 50.06873""";208.078;Atmos PPM;0;1013.25;11.1012;176131.256;9045837.286;91.111;176089.028;9045633.904;78.939;207.753;207.719
CND_30002;01/09/2026 22:00;" 289° 14' 44.51475""";"  79° 28' 59.24797""";723.075;Atmos PPM;0;1013.25;11.1012;175417.872;9045868.289;210.953;176089.028;9045633.904;78.939;710.915;710.906
CND_30003;01/09/2026 22:00;" 290° 56' 14.22072""";"  79° 32' 49.27825""";674.096;Atmos PPM;0;1013.25;11.1012;175469.928;9045870.837;201.269;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;01/09/2026 22:00;" 291° 25' 44.61547""";"  79° 52' 56.17869""";637.677;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.298;190.987;176089.028;9045633.904;78.939;627.75;627.742
CND_170_1;01/09/2026 22:00;" 298° 32' 41.11215""";"  79° 40' 26.36905""";508.768;Atmos PPM;0;1013.25;11.1012;175649.374;9045873.11;170.152;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;01/09/2026 22:00;" 298° 34' 30.00192""";"  78° 59' 19.85266""";594.723;Atmos PPM;0;1013.25;11.1012;175576.401;9045913.164;192.555;176089.028;9045633.904;78.939;583.897;583.758
CND_180_2;01/09/2026 22:01;" 298° 59' 59.82053""";"  79° 34' 22.30573""";553.867;Atmos PPM;0;1013.25;11.1012;175612.64;9045898.023;179.201;176089.028;9045633.904;78.939;544.768;544.706
CND_210_3;01/09/2026 22:01;" 302° 54' 00.31033""";"  78° 03' 48.18632""";629.475;Atmos PPM;0;1013.25;11.1012;175571.981;9045968.46;209.159;176089.028;9045633.904;78.939;616.02;615.845
CND_200_8;01/09/2026 22:01;" 303° 25' 03.57764""";"  78° 15' 51.50366""";598.443;Atmos PPM;0;1013.25;11.1012;175600.005;9045956.631;200.684;176089.028;9045633.904;78.939;586.05;585.915
CND_200_3;01/09/2026 22:01;" 303° 25' 03.23839""";"  78° 15' 51.89357""";598.442;Atmos PPM;0;1013.25;11.1012;175600.004;9045956.63;200.683;176089.028;9045633.904;78.939;586.052;585.915
CND_190_4;01/09/2026 22:01;" 304° 23' 46.42331""";"  78° 35' 20.15799""";568.321;Atmos PPM;0;1013.25;11.1012;175629.387;9045948.639;191.401;176089.028;9045633.904;78.939;557.187;557.071
CND_200_4;01/09/2026 22:01;" 309° 34' 03.68067""";"  77° 58' 09.67630""";577.866;Atmos PPM;0;1013.25;11.1012;175653.394;9045993.94;199.408;176089.028;9045633.904;78.939;565.267;565.157
CND_1602;01/09/2026 22:01;" 310° 59' 42.33287""";"  79° 10' 43.72961""";381.651;Atmos PPM;0;1013.25;11.1012;175806.12;9045879.832;150.602;176089.028;9045633.904;78.939;394.845;374.856
CND_1505;01/09/2026 22:01;" 310° 59' 43.09962""";"  79° 10' 43.55231""";381.651;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.833;150.602;176089.028;9045633.904;78.939;374.89;374.856
CND_210_4;01/09/2026 22:02;" 311° 21' 24.29842""";"  77° 25' 45.89639""";600.884;Atmos PPM;0;1013.25;11.1012;175648.857;9046021.443;209.74;176089.028;9045633.904;78.939;586.567;586.461
CND_190_5;01/09/2026 22:02;" 312° 12' 18.64105""";"  78° 10' 51.52034""";542.241;Atmos PPM;0;1013.25;11.1012;175695.923;9045990.475;190.021;176089.028;9045633.904;78.939;530.796;530.73
CND_25;01/09/2026 22:02;" 313° 23' 17.97259""";"  82° 24' 39.08003""";237.061;Atmos PPM;0;1013.25;11.1012;175918.278;9045795.336;110.251;176089.028;9045633.904;78.939;235.096;234.981
CND_29;01/09/2026 22:02;" 313° 30' 26.91252""";"  80° 52' 42.36813""";264.294;Atmos PPM;0;1013.25;11.1012;175899.782;9045813.569;120.842;176089.028;9045633.904;78.939;261.111;260.947
CND_200_5;01/09/2026 22:02;" 316° 06' 23.89798""";"  77° 35' 24.54451""";562.271;Atmos PPM;0;1013.25;11.1012;175708.348;9046029.648;199.794;176089.028;9045633.904;78.939;549.185;549.118
CND_1401;01/09/2026 22:02;" 317° 46' 11.08010""";"  79° 41' 08.97583""";345.465;Atmos PPM;0;1013.25;11.1012;175860.615;9045885.584;140.801;176089.028;9045633.904;78.939;340.026;339.875
CND_1603;01/09/2026 22:02;" 320° 45' 23.03466""";"  78° 43' 30.56097""";370.089;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.006;151.306;176089.028;9045633.904;78.939;389.496;362.938
CND_1504;01/09/2026 22:03;" 320° 45' 21.91259""";"  78° 43' 30.18345""";370.089;Atmos PPM;0;1013.25;11.1012;175859.449;9045915.004;151.307;176089.028;9045633.904;78.939;362.974;362.938
CND_210_5;01/09/2026 22:03;" 320° 50' 24.26113""";"  77° 01' 21.23243""";587.6;Atmos PPM;0;1013.25;11.1012;175727.493;9046077.9;210.917;176089.028;9045633.904;78.939;572.641;572.573
CND_190_6;01/09/2026 22:03;" 321° 21' 23.43795""";"  77° 52' 41.05100""";529.235;Atmos PPM;0;1013.25;11.1012;175765.948;9046038.06;190.093;176089.028;9045633.904;78.939;517.464;517.42
CND_26;01/09/2026 22:03;" 321° 48' 34.56758""";"  82° 11' 23.31286""";231.314;Atmos PPM;0;1013.25;11.1012;175947.357;9045814.03;110.376;176089.028;9045633.904;78.939;229.307;229.164
CND_30;01/09/2026 22:03;" 323° 47' 11.87143""";"  80° 41' 06.56732""";257.39;Atmos PPM;0;1013.25;11.1012;175938.989;9045838.843;120.605;176089.028;9045633.904;78.939;254.209;253.992
CND_1402;01/09/2026 22:03;" 325° 03' 29.99406""";"  79° 32' 25.22681""";340.05;Atmos PPM;0;1013.25;11.1012;175897.531;9045908.034;140.681;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;01/09/2026 22:03;" 325° 15' 03.32478""";"  77° 24' 56.28399""";553.594;Atmos PPM;0;1013.25;11.1012;175781.116;9046077.853;199.574;176089.028;9045633.904;78.939;540.325;540.278
CND_210_6;01/09/2026 22:04;" 328° 34' 39.80367""";"  76° 54' 32.89778""";582.158;Atmos PPM;0;1013.25;11.1012;175793.462;9046117.787;210.817;176089.028;9045633.904;78.939;567.059;567.011
CND_1503;01/09/2026 22:04;" 328° 44' 17.32047""";"  78° 43' 01.07144""";367.86;Atmos PPM;0;1013.25;11.1012;175901.847;9045942.284;150.922;176089.028;9045633.904;78.939;360.776;360.742
CND_34;01/09/2026 22:04;" 330° 33' 55.58358""";"  80° 30' 47.86021""";315.764;Atmos PPM;0;1013.25;11.1012;175936.001;9045905.155;130.99;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;01/09/2026 22:04;" 332° 03' 31.98810""";"  77° 26' 33.40137""";554.824;Atmos PPM;0;1013.25;11.1012;175835.324;9046112.334;199.587;176089.028;9045633.904;78.939;541.571;541.536
CND_1604;01/09/2026 22:04;" 332° 27' 37.55361""";"  78° 10' 05.28549""";397.115;Atmos PPM;0;1013.25;11.1012;175909.352;9045978.549;160.374;176089.028;9045633.904;78.939;388.706;388.669
CND_27;01/09/2026 22:04;" 332° 40' 56.16859""";"  82° 13' 53.97027""";231.131;Atmos PPM;0;1013.25;11.1012;175983.949;9045837.38;110.184;176089.028;9045633.904;78.939;229.13;229.006
CND_22;01/09/2026 22:04;" 334° 37' 12.56542""";"  80° 44' 18.44294""";259.96;Atmos PPM;0;1013.25;11.1012;175979.079;9045865.718;120.782;176089.028;9045633.904;78.939;256.724;256.567
CND_210_7;01/09/2026 22:05;" 337° 51' 18.38551""";"  77° 09' 28.81981""";585.001;Atmos PPM;0;1013.25;11.1012;175874.079;9046162.2;208.985;176089.028;9045633.904;78.939;570.387;570.35
CND_14;01/09/2026 22:06;" 345° 49' 44.32802""";"  85° 42' 28.75203""";155.673;Atmos PPM;0;1013.25;11.1012;176051.037;9045784.418;90.591;176089.028;9045633.904;78.939;155.246;155.235
CND_36;01/09/2026 22:06;" 346° 51' 03.85410""";"  80° 56' 12.14107""";333.036;Atmos PPM;0;1013.25;11.1012;176014.243;9045954.159;131.408;176089.028;9045633.904;78.939;328.884;328.871
CND_1803;01/09/2026 22:06;" 348° 01' 16.66985""";"  78° 12' 07.46246""";498.574;Atmos PPM;0;1013.25;11.1012;175987.779;9046111.314;180.894;176089.028;9045633.904;78.939;488.054;488.028
CND_23;01/09/2026 22:06;" 348° 36' 44.20632""";"  78° 49' 27.99651""";391.407;Atmos PPM;0;1013.25;11.1012;176013.245;9046010.328;154.81;176089.028;9045633.904;78.939;383.951;383.976
CND_1901;01/09/2026 22:06;" 350° 13' 38.90550""";"  77° 55' 46.44318""";536.182;Atmos PPM;0;1013.25;11.1012;176000.076;9046150.616;191.081;176089.028;9045633.904;78.939;524.343;524.313
CND_20;01/09/2026 22:07;" 359° 04' 44.76234""";"  83° 57' 00.14197""";203.552;Atmos PPM;0;1013.25;11.1012;176085.792;9045836.294;100.395;176089.028;9045633.904;78.939;202.449;202.415
CND_18;01/09/2026 22:07;"   0° 50' 58.96285""";"  86° 10' 40.51310""";178.314;Atmos PPM;0;1013.25;11.1012;176091.682;9045811.799;90.827;176089.028;9045633.904;78.939;177.925;177.915
CND_17;01/09/2026 22:07;"  11° 43' 28.84670""";"  86° 38' 49.96920""";208.078;Atmos PPM;0;1013.25;11.1012;176131.256;9045837.286;91.111;176089.028;9045633.904;78.939;207.753;207.719
CND_30002;02/09/2026 00:00;" 289° 14' 44.34450""";"  79° 28' 58.86784""";723.075;Atmos PPM;0;1013.25;11.1012;175417.872;9045868.289;210.954;176089.028;9045633.904;78.939;710.915;710.906
CND_30003;02/09/2026 00:00;" 290° 56' 12.85838""";"  79° 32' 49.35772""";674.096;Atmos PPM;0;1013.25;11.1012;175469.927;9045870.833;201.269;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;02/09/2026 00:00;" 291° 25' 44.66837""";"  79° 52' 56.07154""";637.677;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.298;190.988;176089.028;9045633.904;78.939;627.75;627.742
CND_170_1;02/09/2026 00:00;" 298° 32' 40.60237""";"  79° 40' 26.35962""";508.768;Atmos PPM;0;1013.25;11.1012;175649.373;9045873.109;170.152;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;02/09/2026 00:00;" 298° 34' 29.82697""";"  78° 59' 19.81592""";594.723;Atmos PPM;0;1013.25;11.1012;175576.4;9045913.163;192.555;176089.028;9045633.904;78.939;583.897;583.758
CND_180_2;02/09/2026 00:01;" 299° 00' 00.16572""";"  79° 34' 22.61072""";553.867;Atmos PPM;0;1013.25;11.1012;175612.64;9045898.023;179.2;176089.028;9045633.904;78.939;544.768;544.706
CND_210_3;02/09/2026 00:01;" 302° 53' 59.40339""";"  78° 03' 48.99242""";629.475;Atmos PPM;0;1013.25;11.1012;175571.98;9045968.458;209.157;176089.028;9045633.904;78.939;616.02;615.845
CND_200_8;02/09/2026 00:01;" 303° 25' 03.47368""";"  78° 15' 51.68732""";598.442;Atmos PPM;0;1013.25;11.1012;175600.005;9045956.631;200.683;176089.028;9045633.904;78.939;586.05;585.915
CND_200_3;02/09/2026 00:01;" 303° 25' 03.01581""";"  78° 15' 51.47722""";598.442;Atmos PPM;0;1013.25;11.1012;175600.004;9045956.63;200.684;176089.028;9045633.904;78.939;586.052;585.915
CND_190_4;02/09/2026 00:01;" 304° 23' 46.16337""";"  78° 35' 20.86606""";568.321;Atmos PPM;0;1013.25;11.1012;175629.387;9045948.639;191.399;176089.028;9045633.904;78.939;557.187;557.071
CND_200_4;02/09/2026 00:01;" 309° 34' 02.51830""";"  77° 58' 10.57591""";577.866;Atmos PPM;0;1013.25;11.1012;175653.392;9045993.938;199.406;176089.028;9045633.904;78.939;565.267;565.157
CND_1602;02/09/2026 00:01;" 310° 59' 42.51102""";"  79° 10' 43.82047""";381.651;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.832;150.601;176089.028;9045633.904;78.939;394.845;374.856
CND_1505;02/09/2026 00:01;" 310° 59' 41.88220""";"  79° 10' 43.79885""";381.651;Atmos PPM;0;1013.25;11.1012;175806.12;9045879.831;150.601;176089.028;9045633.904;78.939;374.89;374.856
CND_210_4;02/09/2026 00:01;" 311° 21' 23.76751""";"  77° 25' 45.81233""";600.884;Atmos PPM;0;1013.25;11.1012;175648.856;9046021.442;209.74;176089.028;9045633.904;78.939;586.567;586.461
CND_190_5;02/09/2026 00:02;" 312° 12' 18.92791""";"  78° 10' 51.55354""";542.241;Atmos PPM;0;1013.25;11.1012;175695.924;9045990.476;190.021;176089.028;9045633.904;78.939;530.796;530.73
CND_25;02/09/2026 00:02;" 313° 23' 18.48759""";"  82° 24' 38.53427""";237.061;Atmos PPM;0;1013.25;11.1012;175918.279;9045795.336;110.252;176089.028;9045633.904;78.939;235.096;234.98
CND_29;02/09/2026 00:02;" 313° 30' 27.53055""";"  80° 52' 42.21696""";264.295;Atmos PPM;0;1013.25;11.1012;175899.783;9045813.57;120.842;176089.028;9045633.904;78.939;261.111;260.947
CND_200_5;02/09/2026 00:02;" 316° 06' 24.12578""";"  77° 35' 24.72720""";562.271;Atmos PPM;0;1013.25;11.1012;175708.349;9046029.648;199.793;176089.028;9045633.904;78.939;549.185;549.118
CND_1401;02/09/2026 00:02;" 317° 46' 11.59837""";"  79° 41' 08.92236""";345.465;Atmos PPM;0;1013.25;11.1012;175860.616;9045885.585;140.801;176089.028;9045633.904;78.939;340.026;339.875
CND_1603;02/09/2026 00:02;" 320° 45' 23.25253""";"  78° 43' 30.84921""";370.089;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.006;151.306;176089.028;9045633.904;78.939;389.496;362.938
CND_1504;02/09/2026 00:03;" 320° 45' 22.56452""";"  78° 43' 30.88413""";370.088;Atmos PPM;0;1013.25;11.1012;175859.45;9045915.005;151.306;176089.028;9045633.904;78.939;362.974;362.938
CND_210_5;02/09/2026 00:03;" 320° 50' 24.07655""";"  77° 01' 20.14592""";587.6;Atmos PPM;0;1013.25;11.1012;175727.493;9046077.899;210.92;176089.028;9045633.904;78.939;572.641;572.573
CND_190_6;02/09/2026 00:03;" 321° 21' 23.16195""";"  77° 52' 41.58961""";529.235;Atmos PPM;0;1013.25;11.1012;175765.947;9046038.06;190.091;176089.028;9045633.904;78.939;517.464;517.42
CND_26;02/09/2026 00:03;" 321° 48' 34.78250""";"  82° 11' 22.74933""";231.314;Atmos PPM;0;1013.25;11.1012;175947.357;9045814.03;110.377;176089.028;9045633.904;78.939;229.307;229.164
CND_30;02/09/2026 00:03;" 323° 47' 11.65867""";"  80° 41' 05.97516""";257.39;Atmos PPM;0;1013.25;11.1012;175938.989;9045838.843;120.605;176089.028;9045633.904;78.939;254.209;253.991
