point_id,seg,waktu,cycle,d_rad,d_tan,dZ,d_rad_c,d_tan_c,dZ_c,jarak_m
CND_180_2,0,2026-09-12 16:01,132,-5.39,0.442,-11.5,-3.623,2.451,-8.752,544.706
CND_180_2,0,2026-09-12 18:01,133,-6.36,2.191,-5.5,-4.58,2.08,-2.731,544.706
CND_180_2,0,2026-09-12 20:01,134,-6.655,-1.403,-2.5,-4.861,0.0,0.289,544.706
CND_180_2,0,2026-09-12 22:01,135,-6.36,2.191,-1.5,-4.553,2.694,1.31,544.706
CND_180_2,0,2026-09-13 00:01,136,-6.066,5.784,-4.5,-4.246,6.462,-1.669,544.706
CND_180_2,0,2026-09-13 02:01,137,-5.485,2.676,-8.5,-3.652,4.157,-5.649,544.706
CND_180_2,0,2026-09-13 04:01,138,-6.845,3.065,-1.5,-4.998,2.913,1.372,544.706
CND_180_2,0,2026-09-13 06:01,139,-7.235,1.706,1.5,-5.375,5.273,4.393,544.706
CND_180_2,0,2026-09-13 08:01,140,-6.066,5.784,-9.5,-4.192,9.396,-6.587,544.706
CND_180_2,0,2026-09-13 10:01,141,-6.369,-8.105,-12.5,-4.483,-1.05,-9.566,544.706
CND_1901,0,2026-09-01 14:08,0,0.117,6.575,-1.0,0.118,4.897,-0.999,524.313
CND_1901,0,2026-09-01 18:06,2,-0.085,-0.493,1.0,-0.059,-0.493,1.042,524.313
CND_1901,0,2026-09-01 20:06,3,1.07,0.323,-3.0,1.109,0.876,-2.937,524.313
CND_1901,0,2026-09-01 22:06,4,-0.085,-0.493,1.0,-0.033,-0.242,1.084,524.313
CND_1901,0,2026-09-02 00:06,5,0.424,2.464,-1.0,0.489,2.464,-0.896,524.313
CND_1901,0,2026-09-02 02:07,6,0.561,-2.633,2.0,0.639,-2.633,2.125,524.313
CND_1901,0,2026-09-02 06:06,8,0.901,-0.662,-1.0,1.004,-1.326,-0.834,524.313
CND_1901,0,2026-09-02 10:08,10,-0.254,-1.478,0.0,-0.126,-0.432,0.208,524.313
CND_1901,0,2026-09-02 12:08,11,1.305,13.474,-4.0,1.446,4.224,-3.771,524.313
CND_1901,0,2026-09-02 14:07,12,0.998,17.586,-6.0,1.152,8.336,-5.751,524.313
CND_1901,0,2026-09-02 16:06,13,0.796,10.517,-2.0,0.963,2.772,-1.73,524.313
CND_1901,0,2026-09-02 18:06,14,0.933,5.42,-3.0,1.113,4.484,-2.71,524.313
CND_1901,0,2026-09-02 20:07,15,0.254,1.478,2.0,0.447,0.578,2.311,524.313
CND_1901,0,2026-09-02 22:07,16,0.731,-1.648,0.0,0.936,-3.114,0.332,524.313
CND_1901,0,2026-09-03 00:06,17,0.254,1.478,1.0,0.472,-0.571,1.352,524.313
CND_1901,0,2026-09-03 02:06,18,-0.222,4.604,3.0,0.009,2.296,3.373,524.313
CND_1901,0,2026-09-03 04:06,19,1.103,6.406,-3.0,1.346,4.258,-2.606,524.313
CND_1901,0,2026-09-03 08:07,21,0.085,0.493,1.0,0.354,7.09,1.435,524.313
CND_1901,0,2026-09-03 10:08,22,0.424,2.464,-4.0,0.706,4.251,-3.544,524.313
CND_1901,0,2026-09-03 12:08,23,1.475,14.459,-7.0,1.769,7.715,-6.523,524.313
CND_1901,0,2026-09-03 14:07,24,0.15,12.658,-1.0,0.457,3.008,-0.503,524.313
CND_1901,0,2026-09-03 16:06,25,0.117,6.575,-2.0,0.438,1.488,-1.482,524.313
CND_1901,0,2026-09-03 18:06,26,-0.222,4.604,1.0,0.111,4.399,1.538,524.313
CND_1901,0,2026-09-04 06:07,32,0.085,0.493,6.0,0.495,3.078,6.662,524.313
CND_1901,0,2026-09-04 08:07,33,0.424,2.464,0.0,0.847,6.595,0.683,524.313
CND_1901,0,2026-09-04 10:08,34,-0.731,1.648,-1.0,-0.295,3.826,-0.296,524.313
CND_1901,0,2026-09-04 12:08,35,0.489,14.629,-2.0,0.937,7.441,-1.275,524.313
CND_1901,0,2026-09-04 14:08,36,-0.359,9.702,0.0,0.102,1.848,0.745,524.313
CND_1901,0,2026-09-04 16:07,37,0.521,20.712,-3.0,0.995,10.496,-2.234,524.313
CND_1901,0,2026-09-04 18:06,38,-0.052,5.59,-2.0,0.434,5.988,-1.214,524.313
CND_1901,0,2026-09-04 22:06,40,0.594,3.449,2.0,1.106,3.765,2.827,524.313
CND_1901,0,2026-09-05 00:06,41,-0.561,2.633,2.0,-0.037,1.911,2.848,524.313
CND_1901,0,2026-09-05 08:08,45,0.052,-5.59,-2.0,0.629,4.086,-1.069,524.313
CND_1901,0,2026-09-05 12:08,47,0.287,7.561,-6.0,0.889,2.34,-5.028,524.313
CND_1901,0,2026-09-05 14:08,48,0.457,8.546,-6.0,1.071,1.571,-5.007,524.313
CND_190_3,0,2026-09-01 14:00,0,-0.8,-2.713,1.0,-0.8,-4.582,1.0,583.757
CND_190_3,0,2026-09-01 16:00,1,0.4,1.357,1.0,0.414,-0.01,1.021,583.757
CND_190_3,0,2026-09-01 18:00,2,0.0,-0.0,-1.0,0.028,-0.0,-0.959,583.757
CND_190_3,0,2026-09-01 20:01,3,-0.4,-1.357,-1.0,-0.357,-0.741,-0.938,583.757
CND_190_3,0,2026-09-01 22:00,4,0.0,-0.0,0.0,0.057,0.279,0.083,583.757
CND_190_3,0,2026-09-02 00:00,5,0.4,1.357,0.0,0.471,1.357,0.103,583.757
CND_190_3,0,2026-09-02 02:00,6,0.478,-0.878,0.0,0.564,-0.878,0.124,583.757
CND_190_3,0,2026-09-02 04:00,7,0.478,-0.878,-2.0,0.578,-1.828,-1.855,583.757
CND_190_3,0,2026-09-02 06:00,8,0.478,-0.878,-1.0,0.592,-1.617,-0.835,583.757
CND_190_3,0,2026-09-02 08:00,9,-0.243,-5.826,1.0,-0.114,1.706,1.186,583.757
CND_190_3,0,2026-09-02 10:00,10,-1.442,-9.896,3.0,-1.299,-8.73,3.207,583.757
CND_190_3,0,2026-09-02 12:01,11,-0.557,3.113,-2.0,-0.4,-7.186,-1.773,583.757
CND_190_3,0,2026-09-02 14:00,12,-0.314,8.939,-5.0,-0.144,-1.36,-4.752,583.757
CND_190_3,0,2026-09-02 16:00,13,-0.714,7.582,1.0,-0.529,-1.041,1.269,583.757
CND_190_3,0,2026-09-02 18:00,14,-0.079,2.235,-2.0,0.121,1.193,-1.711,583.757
CND_190_3,0,2026-09-02 20:00,15,0.0,-0.0,-2.0,0.214,-1.002,-1.69,583.757
CND_190_3,0,2026-09-02 22:00,16,-1.357,0.4,1.0,-1.129,-1.233,1.331,583.757
CND_190_3,0,2026-09-03 00:00,17,-0.957,1.756,0.0,-0.715,-0.526,0.351,583.757
CND_190_3,0,2026-09-03 02:00,18,-1.435,2.634,1.0,-1.179,0.064,1.372,583.757
CND_190_3,0,2026-09-03 04:00,19,-0.957,1.756,0.0,-0.686,-0.635,0.393,583.757
CND_190_3,0,2026-09-03 06:00,20,-1.357,0.4,2.0,-1.072,1.775,2.413,583.757
CND_190_3,0,2026-09-03 08:00,21,-2.399,-8.139,8.0,-2.1,-0.793,8.434,583.757
CND_190_3,0,2026-09-03 10:00,22,-1.52,-7.661,-4.0,-1.207,-5.671,-3.545,583.757
CND_190_3,0,2026-09-03 12:00,23,0.806,15.243,-17.0,1.134,7.734,-16.525,583.757
CND_190_3,0,2026-09-03 14:00,24,-0.393,11.173,-9.0,-0.051,0.429,-8.504,583.757
CND_190_3,0,2026-09-03 16:00,25,-3.27,3.912,6.0,-2.914,-1.752,6.517,583.757
CND_190_3,0,2026-09-03 18:01,26,-1.756,-0.957,0.0,-1.386,-1.185,0.537,583.757
CND_190_3,0,2026-09-03 20:00,27,-1.756,-0.957,-2.0,-1.372,-0.825,-1.442,583.757
CND_190_3,0,2026-09-03 22:00,28,-2.156,-2.313,1.0,-1.757,-2.313,1.579,583.757
CND_190_3,0,2026-09-04 00:00,29,-1.756,-0.957,-1.0,-1.343,-1.447,-0.401,583.757
CND_190_3,0,2026-09-04 02:00,30,-1.357,0.4,-2.0,-0.929,-0.023,-1.38,583.757
CND_190_3,0,2026-09-04 04:00,31,-0.878,-0.478,-3.0,-0.437,-1.742,-2.36,583.757
CND_190_3,0,2026-09-04 06:00,32,-1.678,-3.191,2.0,-1.222,-0.313,2.661,583.757
CND_190_3,0,2026-09-04 08:00,33,-2.956,-5.026,5.0,-2.486,-0.427,5.682,583.757
CND_190_3,0,2026-09-04 10:00,34,-2.235,-0.079,-1.0,-1.751,2.347,-0.298,583.757
CND_190_3,0,2026-09-04 12:00,35,-1.035,3.991,-8.0,-0.537,-4.012,-7.277,583.757
CND_190_3,0,2026-09-04 14:01,36,-2.549,8.86,-2.0,-2.037,0.116,-1.256,583.757
CND_190_3,0,2026-09-04 16:00,37,-1.271,10.695,-7.0,-0.745,-0.679,-6.236,583.757
CND_190_3,0,2026-09-04 18:00,38,-2.156,-2.313,-2.0,-1.615,-1.87,-1.215,583.757
CND_190_3,0,2026-09-04 20:00,39,-2.235,-0.079,2.0,-1.68,0.817,2.806,583.757
CND_190_3,0,2026-09-04 22:00,40,-2.634,-1.435,2.0,-2.065,-1.084,2.826,583.757
CND_190_3,0,2026-09-05 00:00,41,-3.113,-0.557,2.0,-2.529,-1.362,2.847,583.757
CND_190_3,0,2026-09-05 02:00,42,-2.713,0.8,0.0,-2.115,0.771,0.868,583.757
CND_190_3,0,2026-09-05 04:00,43,-1.835,1.278,-2.0,-1.223,0.987,-1.112,583.757
CND_190_3,0,2026-09-05 06:00,44,-3.434,-4.148,3.0,-2.808,1.0,3.909,583.757
CND_190_3,0,2026-09-05 08:00,45,-4.476,-12.687,1.0,-3.835,-1.914,1.93,583.757
CND_190_3,0,2026-09-05 10:00,46,-3.912,-3.27,3.0,-3.258,0.662,3.95,583.757
CND_190_3,0,2026-09-05 12:00,47,-2.634,-1.435,-7.0,-1.965,-7.248,-6.029,583.757
CND_190_3,0,2026-09-05 14:00,48,-2.149,10.217,-5.0,-1.466,2.45,-4.008,583.757
CND_190_3,0,2026-09-05 16:00,49,-2.549,8.86,0.0,-1.852,-0.913,1.012,583.757
CND_190_3,0,2026-09-05 18:01,50,-3.834,-5.505,1.0,-3.122,-3.292,2.033,583.757
CND_190_3,0,2026-09-05 20:01,51,-1.278,-1.835,-8.0,-0.552,0.505,-6.946,583.757
CND_190_3,0,2026-09-05 22:01,52,-3.034,-2.792,-3.0,-2.294,-0.529,-1.925,583.757
CND_190_3,0,2026-09-06 00:00,53,-3.591,0.321,0.0,-2.837,0.873,1.095,583.757
CND_190_3,0,2026-09-06 02:00,54,-3.034,-2.792,-2.0,-2.266,-2.16,-0.884,583.757
CND_190_3,0,2026-09-06 04:00,55,-2.156,-2.313,-5.0,-1.373,-1.96,-3.864,583.757
CND_190_3,0,2026-09-06 06:01,56,-3.113,-0.557,-2.0,-2.316,0.028,-0.843,583.757
CND_190_3,0,2026-09-06 10:00,58,-2.956,-5.026,-3.0,-2.13,-0.135,-1.802,583.757
CND_190_3,0,2026-09-06 12:00,59,-3.27,3.912,-3.0,-2.43,3.427,-1.781,583.757
CND_190_3,0,2026-09-06 14:00,60,-4.869,-1.514,2.0,-4.015,0.858,3.24,583.757
CND_190_3,0,2026-09-06 16:01,61,-4.869,-1.514,1.0,-4.001,0.059,2.261,583.757
CND_190_3,0,2026-09-06 18:00,62,-3.912,-3.27,-3.0,-3.03,-1.845,-1.719,583.757
CND_190_3,0,2026-09-06 20:00,63,-3.912,-3.27,-1.0,-3.016,-0.925,0.302,583.757
CND_190_3,0,2026-09-06 22:00,64,-4.791,-3.748,3.0,-3.879,-2.161,4.322,583.757
CND_190_3,0,2026-09-07 00:00,65,-3.991,-1.035,0.0,-3.066,-0.007,1.343,583.757
CND_190_3,0,2026-09-07 02:00,66,-3.434,-4.148,-1.0,-2.494,-2.94,0.364,583.757
CND_190_3,0,2026-09-07 04:00,67,-3.991,-1.035,-1.0,-3.037,1.336,0.384,583.757
CND_190_3,0,2026-09-07 06:00,68,-3.513,-1.914,-1.0,-2.545,0.774,0.405,583.757
CND_190_3,0,2026-09-07 08:00,69,-4.155,-9.096,2.0,-3.173,-2.27,3.426,583.757
CND_190_3,0,2026-09-07 10:00,70,-4.791,-3.748,-2.0,-3.794,-1.622,-0.554,583.757
CND_190_3,0,2026-09-07 12:01,71,-5.583,6.068,2.0,-4.573,2.426,3.467,583.757
CND_190_3,0,2026-09-07 14:00,72,-4.463,12.373,-2.0,-3.438,4.767,-0.512,583.757
CND_190_3,0,2026-09-07 18:00,73,-4.791,-3.748,-3.0,-3.737,-1.211,-1.471,583.757
CND_190_3,0,2026-09-07 20:00,74,-3.834,-5.505,-4.0,-2.766,-3.682,-2.45,583.757
CND_190_3,0,2026-09-07 22:00,75,-4.391,-2.392,-2.0,-3.309,-1.198,-0.43,583.757
CND_190_3,0,2026-09-08 00:01,76,-4.869,-1.514,-3.0,-3.773,-0.62,-1.409,583.757
CND_190_3,0,2026-09-08 02:00,77,-4.07,1.199,-4.0,-2.959,2.357,-2.388,583.757
CND_190_3,0,2026-09-08 04:00,78,-4.391,-2.392,-1.0,-3.266,-2.244,0.632,583.757
CND_190_3,0,2026-09-08 06:00,79,-4.391,-2.392,-3.0,-3.252,-1.37,-1.347,583.757
CND_190_3,0,2026-09-08 08:00,80,-6.39,-9.175,6.0,-5.237,1.677,7.674,583.757
CND_190_3,0,2026-09-08 10:00,81,-4.391,-2.392,-6.0,-3.223,2.761,-4.306,583.757
CND_190_3,0,2026-09-08 12:00,82,-5.905,2.477,1.0,-4.723,5.294,2.715,583.757
CND_190_3,0,2026-09-08 14:00,83,-5.983,4.712,0.0,-4.787,2.834,1.736,583.757
CND_190_3,0,2026-09-08 16:00,84,-5.19,-5.105,-6.0,-3.98,-2.168,-4.244,583.757
CND_190_3,0,2026-09-08 18:00,85,-4.791,-3.748,-4.0,-3.566,-1.072,-2.223,583.757
CND_190_3,0,2026-09-08 20:00,86,-5.19,-5.105,-4.0,-3.952,-2.785,-2.202,583.757
CND_190_3,0,2026-09-08 22:00,87,-4.712,-5.983,-3.0,-3.459,-4.079,-1.182,583.757
CND_190_3,0,2026-09-09 02:00,89,-5.269,-2.87,-5.0,-3.988,-1.996,-3.14,583.757
CND_190_3,0,2026-09-09 04:00,90,-5.348,-0.636,-5.0,-4.052,-0.047,-3.12,583.757
CND_190_3,0,2026-09-09 06:01,91,-4.869,-1.514,-8.0,-3.559,-0.633,-6.099,583.757
CND_190_3,0,2026-09-09 08:00,92,-5.833,-12.287,0.0,-4.509,-2.21,1.921,583.757
CND_190_3,0,2026-09-09 10:01,93,-5.348,-0.636,-7.0,-4.009,3.278,-5.058,583.757
CND_190_3,0,2026-09-09 12:01,94,-4.548,2.077,-15.0,-3.196,-1.831,-13.037,583.757
CND_190_3,0,2026-09-09 14:01,95,-6.783,1.999,-4.0,-5.416,-1.263,-2.016,583.757
CND_190_3,0,2026-09-09 16:01,96,-6.226,-1.114,-7.0,-4.845,-0.061,-4.996,583.757
CND_190_3,0,2026-09-09 18:00,97,-5.669,-4.227,-5.0,-4.274,-0.683,-2.975,583.757
CND_190_3,0,2026-09-09 20:00,98,-5.19,-5.105,-7.0,-3.781,-2.835,-4.955,583.757
CND_190_3,0,2026-09-09 22:00,99,-6.547,-4.705,-4.0,-5.123,-2.087,-1.934,583.757
CND_190_3,0,2026-09-10 00:00,100,-6.226,-1.114,-4.0,-4.788,0.735,-1.913,583.757
CND_190_3,0,2026-09-10 02:00,101,-5.826,0.243,-5.0,-4.374,0.364,-2.893,583.757
CND_190_3,0,2026-09-10 04:00,102,-5.348,-0.636,-6.0,-3.881,0.0,-3.872,583.757
CND_190_3,0,2026-09-10 06:01,103,-6.226,-1.114,-4.0,-4.745,0.0,-1.851,583.757
CND_190_3,0,2026-09-10 08:01,104,-8.945,-12.844,4.0,-7.451,-1.835,6.17,583.757
CND_190_3,0,2026-09-10 10:01,105,-3.519,-14.443,-18.0,-2.01,-8.766,-15.81,583.757
CND_190_3,0,2026-09-10 12:01,106,-7.975,10.459,0.0,-6.452,7.378,2.211,583.757
CND_190_3,0,2026-09-10 14:01,107,-5.741,10.538,-16.0,-4.203,4.73,-13.768,583.757
CND_190_3,0,2026-09-10 16:00,108,-6.468,-6.94,-7.0,-4.917,-4.469,-4.748,583.757
CND_190_3,0,2026-09-10 18:00,109,-7.661,1.52,-4.0,-6.095,4.077,-1.727,583.757
CND_190_3,0,2026-09-10 20:01,110,-6.625,-2.471,-6.0,-5.045,0.0,-3.706,583.757
CND_190_3,0,2026-09-10 22:00,111,-5.59,-6.462,-11.0,-3.996,-4.574,-8.686,583.757
CND_190_3,0,2026-09-11 00:00,112,-6.783,1.999,-4.0,-5.174,2.715,-1.665,583.757
CND_190_3,0,2026-09-11 02:00,113,-7.025,-3.827,-4.0,-5.402,-1.975,-1.645,583.757
CND_190_3,0,2026-09-11 04:00,114,-6.704,-0.236,-7.0,-5.067,0.271,-4.624,583.757
CND_190_3,0,2026-09-11 06:01,115,-7.504,-2.949,-3.0,-5.852,-0.167,-0.603,583.757
CND_190_3,0,2026-09-11 08:00,116,-7.268,-9.653,-5.0,-5.602,0.0,-2.583,583.757
CND_190_3,0,2026-09-11 10:01,117,-7.425,-5.184,-4.0,-5.745,-0.928,-1.562,583.757
CND_190_3,0,2026-09-11 12:01,118,-7.739,3.755,-7.0,-6.045,-0.646,-4.541,583.757
CND_190_3,0,2026-09-11 14:01,119,-6.861,4.234,-13.0,-5.153,0.528,-10.52,583.757
CND_190_3,0,2026-09-11 16:01,120,-8.939,-0.314,-3.0,-7.216,3.126,-0.5,583.757
CND_190_3,0,2026-09-11 18:00,121,-7.425,-5.184,-8.0,-5.688,-2.994,-5.479,583.757
CND_190_3,0,2026-09-11 20:00,122,-7.025,-3.827,-9.0,-5.274,-0.92,-6.459,583.757
CND_190_3,0,2026-09-11 22:00,123,-7.504,-2.949,-6.0,-5.738,0.133,-3.438,583.757
CND_190_3,0,2026-09-12 00:01,124,-9.26,-3.906,1.0,-7.48,-1.892,3.583,583.757
CND_190_3,0,2026-09-12 02:01,125,-8.382,-3.427,-2.0,-6.588,-1.75,0.603,583.757
CND_190_3,0,2026-09-12 04:00,126,-7.982,-2.071,-4.0,-6.174,-1.049,-1.376,583.757
CND_190_3,0,2026-09-12 06:00,127,-7.582,-0.714,-5.0,-5.76,1.652,-2.355,583.757
CND_190_3,0,2026-09-12 08:00,128,-9.424,-11.966,-2.0,-7.587,0.374,0.665,583.757
CND_190_3,0,2026-09-12 10:01,129,-8.303,-5.662,-3.0,-6.452,1.762,-0.314,583.757
CND_190_3,0,2026-09-12 12:01,130,-8.853,9.981,-4.0,-6.988,5.597,-1.293,583.757
CND_190_3,0,2026-09-12 14:01,131,-6.94,6.468,-12.0,-5.061,6.792,-9.273,583.757
CND_190_3,0,2026-09-12 16:01,132,-8.46,-1.193,-8.0,-6.567,0.961,-5.252,583.757
CND_190_3,0,2026-09-12 18:01,133,-7.903,-4.305,-9.0,-5.996,-4.424,-6.231,583.757
CND_190_3,0,2026-09-12 20:01,134,-9.417,0.564,-4.0,-7.495,2.067,-1.211,583.757
CND_190_3,0,2026-09-12 22:01,135,-8.539,1.042,-3.0,-6.603,1.582,-0.19,583.757
CND_190_3,0,2026-09-13 00:00,136,-7.025,-3.827,-7.0,-5.075,-3.101,-4.169,583.757
CND_190_3,0,2026-09-13 02:01,137,-8.061,0.164,-9.0,-6.096,1.751,-6.149,583.757
CND_190_3,0,2026-09-13 04:00,138,-8.061,0.164,-5.0,-6.082,0.0,-2.128,583.757
CND_190_3,0,2026-09-13 06:01,139,-8.782,-4.784,-2.0,-6.788,-0.961,0.893,583.757
CND_190_3,0,2026-09-13 08:01,140,-8.86,-2.549,-7.0,-6.853,1.322,-4.087,583.757
CND_190_3,0,2026-09-13 10:01,141,-7.668,-11.01,-10.0,-5.646,-3.449,-7.066,583.757
CND_190_4,0,2026-09-01 14:01,0,1.085,1.955,-7.0,1.085,0.172,-7.0,557.071
CND_190_4,0,2026-09-01 16:01,1,0.0,-0.0,-1.0,0.014,-1.304,-0.979,557.071
CND_190_4,0,2026-09-01 18:01,2,0.305,-2.215,1.0,0.332,-2.215,1.041,557.071
CND_190_4,0,2026-09-01 20:01,3,-0.26,-1.39,0.0,-0.219,-0.802,0.062,557.071
CND_190_4,0,2026-09-01 22:01,4,0.0,-0.0,2.0,0.054,0.266,2.083,557.071
CND_190_4,0,2026-09-02 00:01,5,0.0,-0.0,0.0,0.068,-0.0,0.103,557.071
CND_190_4,0,2026-09-02 02:01,6,0.0,-0.0,2.0,0.082,-0.0,2.124,557.071
CND_190_4,0,2026-09-02 04:01,7,0.305,-2.215,1.0,0.4,-3.122,1.145,557.071
CND_190_4,0,2026-09-02 06:01,8,0.0,-0.0,-1.0,0.109,-0.705,-0.835,557.071
CND_190_4,0,2026-09-02 08:01,9,-1.301,-6.95,2.0,-1.178,0.237,2.186,557.071
CND_190_4,0,2026-09-02 10:01,10,-0.476,-6.385,-6.0,-0.34,-5.273,-5.793,557.071
CND_190_4,0,2026-09-02 12:01,11,-1.264,12.466,-2.0,-1.115,2.638,-1.773,557.071
CND_190_4,0,2026-09-02 14:01,12,-1.48,7.471,-2.0,-1.316,-2.357,-1.752,557.071
CND_190_4,0,2026-09-02 16:01,13,-0.394,9.426,-3.0,-0.218,1.196,-2.731,557.071
CND_190_4,0,2026-09-02 18:01,14,-1.65,-1.13,2.0,-1.46,-2.124,2.289,557.071
CND_190_4,0,2026-09-02 20:01,15,-0.565,0.825,-2.0,-0.361,-0.131,-1.69,557.071
CND_190_4,0,2026-09-02 22:01,16,-1.13,1.65,1.0,-0.912,0.092,1.331,557.071
CND_190_4,0,2026-09-03 00:01,17,-1.955,1.085,2.0,-1.724,-1.092,2.351,557.071
CND_190_4,0,2026-09-03 02:01,18,-1.695,2.475,2.0,-1.45,0.023,2.372,557.071
CND_190_4,0,2026-09-03 04:01,19,-1.13,1.65,0.0,-0.872,-0.632,0.393,557.071
CND_190_4,0,2026-09-03 06:01,20,-1.65,-1.13,3.0,-1.378,0.182,3.413,557.071
CND_190_4,0,2026-09-03 08:01,21,-2.431,-5.3,5.0,-2.145,1.71,5.434,557.071
CND_190_4,0,2026-09-03 10:01,22,-2.861,-15.291,2.0,-2.562,-13.392,2.455,557.071
CND_190_4,0,2026-09-03 12:01,23,-3.695,7.166,2.0,-3.382,0.0,2.475,557.071
CND_190_4,0,2026-09-03 14:01,24,-2.089,11.901,-5.0,-1.763,1.648,-4.504,557.071
CND_190_4,0,2026-09-03 16:01,25,-3.13,6.341,2.0,-2.79,0.936,2.517,557.071
CND_190_4,0,2026-09-03 18:01,26,-2.215,-0.305,0.0,-1.862,-0.523,0.537,557.071
CND_190_4,0,2026-09-03 20:01,27,-1.65,-1.13,-2.0,-1.283,-1.004,-1.442,557.071
CND_190_4,0,2026-09-03 22:01,28,-2.475,-1.695,1.0,-2.095,-1.695,1.579,557.071
CND_190_4,0,2026-09-04 00:01,29,-2.475,-1.695,-1.0,-2.081,-2.163,-0.401,557.071
CND_190_4,0,2026-09-04 02:01,30,-2.215,-0.305,-3.0,-1.808,-0.708,-2.38,557.071
CND_190_4,0,2026-09-04 04:01,31,-2.215,-0.305,-3.0,-1.794,-1.51,-2.359,557.071
CND_190_4,0,2026-09-04 06:01,32,-3.3,-2.26,3.0,-2.866,0.487,3.661,557.071
CND_190_4,0,2026-09-04 08:01,33,-2.996,-4.475,2.0,-2.547,-0.086,2.682,557.071
CND_190_4,0,2026-09-04 10:01,34,-3.39,4.951,0.0,-2.928,7.265,0.703,557.071
CND_190_4,0,2026-09-04 12:01,35,-2.951,-8.08,-2.0,-2.475,-15.717,-1.277,557.071
CND_190_4,0,2026-09-04 14:01,36,-1.13,1.65,-14.0,-0.641,-6.694,-13.256,557.071
CND_190_4,0,2026-09-04 16:01,37,-3.435,8.556,0.0,-2.932,-2.299,0.765,557.071
CND_190_4,0,2026-09-04 18:01,38,-3.3,-2.26,-2.0,-2.784,-1.837,-1.215,557.071
CND_190_4,0,2026-09-04 20:01,39,-3.65,3.561,4.0,-3.12,4.415,4.806,557.071
CND_190_4,0,2026-09-04 22:01,40,-3.04,-0.87,-1.0,-2.497,-0.535,-0.173,557.071
CND_190_4,0,2026-09-05 00:01,41,-3.345,1.345,2.0,-2.788,0.578,2.847,557.071
CND_190_4,0,2026-09-05 02:01,42,-4.17,0.78,4.0,-3.6,0.753,4.868,557.071
CND_190_4,0,2026-09-05 04:01,43,-4.43,-0.61,2.0,-3.846,-0.888,2.889,557.071
CND_190_4,0,2026-09-05 06:01,44,-4.386,-4.215,2.0,-3.788,0.698,2.909,557.071
CND_190_4,0,2026-09-05 08:01,45,-5.991,-8.95,8.0,-5.38,1.331,8.93,557.071
CND_190_4,0,2026-09-05 10:01,46,-4.036,-10.035,-3.0,-3.411,-6.283,-2.049,557.071
CND_190_4,0,2026-09-05 12:01,47,-3.39,4.951,-5.0,-2.751,-0.597,-4.029,557.071
CND_190_4,0,2026-09-05 14:01,48,-2.045,8.296,-13.0,-1.392,0.885,-12.008,557.071
CND_190_4,0,2026-09-05 16:01,49,-2.394,14.116,-15.0,-1.728,4.79,-13.987,557.071
CND_190_4,0,2026-09-05 18:01,50,-3.561,-3.65,-3.0,-2.881,-1.538,-1.967,557.071
CND_190_4,0,2026-09-05 20:01,51,-4.126,-2.825,-3.0,-3.433,-0.592,-1.946,557.071
CND_190_4,0,2026-09-05 22:01,52,-3.865,-1.435,-4.0,-3.159,0.725,-2.925,557.071
CND_190_4,0,2026-09-06 00:01,53,-4.995,0.215,2.0,-4.275,0.742,3.095,557.071
CND_190_4,0,2026-09-06 02:01,54,-4.995,0.215,1.0,-4.262,0.819,2.116,557.071
CND_190_4,0,2026-09-06 04:01,55,-5.82,-0.35,4.0,-5.073,-0.013,5.137,557.071
CND_190_4,0,2026-09-06 06:01,56,-4.995,0.215,0.0,-4.235,0.774,1.157,557.071
CND_190_4,0,2026-09-06 10:01,58,-5.471,-6.17,-2.0,-4.683,-1.503,-0.801,557.071
CND_190_4,0,2026-09-06 12:01,59,-4.17,0.78,-9.0,-3.369,0.317,-7.781,557.071
CND_190_4,0,2026-09-06 14:01,60,-6.036,-5.345,-2.0,-5.221,-3.082,-0.76,557.071
CND_190_4,0,2026-09-06 16:01,61,-6.081,-1.74,0.0,-5.252,-0.238,1.261,557.071
CND_190_4,0,2026-09-06 18:01,62,-4.69,-2.0,-4.0,-3.848,-0.64,-2.719,557.071
CND_190_4,0,2026-09-06 20:01,63,-5.516,-2.565,0.0,-4.66,-0.327,1.302,557.071
CND_190_4,0,2026-09-06 22:01,64,-6.081,-1.74,1.0,-5.211,-0.225,2.322,557.071
CND_190_4,0,2026-09-07 00:01,65,-6.646,-0.915,1.0,-5.762,0.067,2.343,557.071
CND_190_4,0,2026-09-07 02:01,66,-6.081,-1.74,2.0,-5.184,-0.587,3.364,557.071
CND_190_4,0,2026-09-07 04:01,67,-6.081,-1.74,1.0,-5.17,0.523,2.384,557.071
CND_190_4,0,2026-09-07 06:01,68,-5.516,-2.565,2.0,-4.592,0.0,3.405,557.071
CND_190_4,0,2026-09-07 08:01,69,-7.686,-6.475,7.0,-6.749,0.039,8.426,557.071
CND_190_4,0,2026-09-07 10:01,70,-6.081,-1.74,-1.0,-5.13,0.29,0.446,557.071
CND_190_4,0,2026-09-07 12:01,71,-6.43,4.081,-2.0,-5.466,0.605,-0.533,557.071
CND_190_4,0,2026-09-07 14:01,72,-6.735,6.296,-4.0,-5.757,-0.962,-2.512,557.071
CND_190_4,0,2026-09-07 18:01,73,-6.906,-2.305,-1.0,-5.9,0.117,0.529,557.071
CND_190_4,0,2026-09-07 20:01,74,-6.081,-1.74,-5.0,-5.062,0.0,-3.45,557.071
